minute,hh:mm,name,age,gender,occupation,prefecture,income_jpy,channel,category,sku,price_jpy,impulse,reason
775,12:55,加藤 桜,35,女,販売員,東京都23区,2920000,Oisix,食品,Kit Oisix 牛肉と野菜のチンジャオロース 2人前,1580,0,勤務中こっそり / 今夜の献立
1235,20:35,加藤 桜,35,女,販売員,東京都23区,2920000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2939,1,夜のリラックス中に / PayPay祭
1305,21:45,加藤 桜,35,女,販売員,東京都23区,2920000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,1,夜のリラックス中に / 年次自動更新
1345,22:25,加藤 桜,35,女,販売員,東京都23区,2920000,メルカリ,ホビー,プラモデル HG ガンダムエアリアル 未組立,2233,1,夜のリラックス中に / 積みプラ追加
480,08:00,山田 大翔,68,男,退職,埼玉県,2030000,MUJI passport,日用品,無印良品 化粧水 敏感肌用 高保湿 200ml,690,1,朝のゆっくり時間に / 安心のリピート
1185,19:45,山田 大翔,68,男,退職,埼玉県,2030000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,夕食後にカートを処理 / ストック補充
895,14:55,木村 浩二,55,男,公務員,東京都23区,3940000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,8229,0,勤務中こっそり / ポイント10倍
1005,16:45,木村 浩二,55,男,公務員,東京都23区,3940000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1466,0,勤務中こっそり / 新作
1190,19:50,木村 浩二,55,男,公務員,東京都23区,3940000,Amazon,電子書籍,Kindle 三体III 死神永生 上,1820,0,夕食後にカートを処理 / 話題のSF
1260,21:00,木村 浩二,55,男,公務員,東京都23区,3940000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3906,1,夜のリラックス中に / まとめ買いお得
1360,22:40,木村 浩二,55,男,公務員,東京都23区,3940000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3798,1,寝る前に思い立って / まとめ買いお得
1055,17:35,松本 翼,25,男,主婦・主夫,茨城県,850000,ZOZOTOWN,アパレル,steven alan 別注 ボーダー T ホワイト x ネイビー,7700,0,子供の世話の合間に / ZOZO特集
1090,18:10,松本 翼,25,男,主婦・主夫,茨城県,850000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,0,夕食後にカートを処理 / 安心のリピート
1010,16:50,鈴木 麻衣,35,女,主婦・主夫,埼玉県,1230000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,0,子供の世話の合間に / 定番補充
1355,22:35,鈴木 麻衣,35,女,主婦・主夫,埼玉県,1230000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,0,家族の話題から / 定番補充
520,08:40,後藤 智子,54,女,会社員,神奈川県,4560000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1074,0,勤務中こっそり / PayPayキャンペーン
1195,19:55,後藤 智子,54,女,会社員,神奈川県,4560000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,0,夕食後にカートを処理 / 技術書
1335,22:15,後藤 智子,54,女,会社員,神奈川県,4560000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1360,22:40,後藤 智子,54,女,会社員,神奈川県,4560000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,寝る前に思い立って / 計画通り
1375,22:55,後藤 智子,54,女,会社員,神奈川県,4560000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,4062,1,寝る前に思い立って / まとめ買いお得
1040,17:20,藤田 節子,30,女,主婦・主夫,埼玉県,1780000,Yodobashi.com,ゲーム,PS5 ソフト 「Final Fantasy XVII」,9680,0,子供の世話の合間に / シリーズ続編
1180,19:40,藤田 節子,30,女,主婦・主夫,埼玉県,1780000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,0,夕食後にカートを処理 / 定番補充
1235,20:35,藤田 節子,30,女,主婦・主夫,埼玉県,1780000,ZOZOTOWN,アパレル,steven alan 別注 ボーダー T ホワイト x ネイビー,7700,0,家族の話題から / ZOZO特集
1375,22:55,藤田 節子,30,女,主婦・主夫,埼玉県,1780000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,家族の話題から / 通勤新調
570,09:30,山口 京子,26,女,主婦・主夫,東京都23区,1130000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,0,家事中スマホで / 気分転換
945,15:45,山口 京子,26,女,主婦・主夫,東京都23区,1130000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,0,子供の世話の合間に / サブスクで色々試したい
650,10:50,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,メルカリ,ホビー,ポケモンカード SV6a スカーレットex 1BOX,8041,0,仕事の合間に / 再販分
1010,16:50,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3608,0,仕事の合間に / まとめ買いお得
1095,18:15,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,Amazon,サブスク,Kindle Unlimited 3ヶ月分,2940,0,夕食後にカートを処理 / 読み放題
1110,18:30,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,7492,0,夕食後にカートを処理 / ポイント10倍
1165,19:25,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,0,夕食後にカートを処理 / 定番補充
1260,21:00,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1275,21:15,長谷川 雄太,34,男,ITエンジニア,神奈川県,8680000,ZOZOTOWN,アパレル,BEAMS HEART リネン ジャケット 7号,14300,1,夜のリラックス中に / コーデ用
795,13:15,山口 拓海,78,男,退職,神奈川県,1990000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,1,お昼のひと息に / 年次自動更新
800,13:20,山口 拓海,78,男,退職,神奈川県,1990000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,お昼のひと息に / 夏前リピート
770,12:50,山田 正樹,77,男,退職,千葉県,2410000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,ランチ食べながら / おやつストック
1065,17:45,山田 正樹,77,男,退職,千葉県,2410000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,20301,1,午後のくつろぎ中に / 安心のリピート
390,06:30,山崎 智也,33,男,会社員,茨城県,5950000,Amazon,書籍,世界一流エンジニアの思考法 (文春新書),990,0,朝の準備中ふと / 安心のリピート
520,08:40,山崎 智也,33,男,会社員,茨城県,5950000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,勤務中こっそり / おやつストック
1000,16:40,山崎 智也,33,男,会社員,茨城県,5950000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,0,勤務中こっそり / 再読
1180,19:40,山崎 智也,33,男,会社員,茨城県,5950000,honto,電子書籍,hontoポイント 1000円分,1000,0,夕食後にカートを処理 / 安心のリピート
1190,19:50,山崎 智也,33,男,会社員,茨城県,5950000,楽天市場,食品,台湾カステラ 6個セット,2625,0,夕食後にカートを処理 / 話題スイーツ
925,15:25,伊藤 翼,37,男,会社員,東京都23区,6300000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1586,0,勤務中こっそり / 安心のリピート
1165,19:25,伊藤 翼,37,男,会社員,東京都23区,6300000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,0,夕食後にカートを処理 / 安心のリピート
1230,20:30,伊藤 翼,37,男,会社員,東京都23区,6300000,MUJI passport,日用品,無印良品 ポリプロピレン収納ケース 引出式M,1490,1,夜のリラックス中に / 整理用
1380,23:00,伊藤 翼,37,男,会社員,東京都23区,6300000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,1,寝る前に思い立って / 気分転換
1395,23:15,伊藤 翼,37,男,会社員,東京都23区,6300000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,寝る前に思い立って / 夏定番
520,08:40,鈴木 芽依,28,女,販売員,神奈川県,2180000,ZOZOTOWN,アパレル,steven alan 別注 ボーダー T ホワイト x ネイビー,7700,0,勤務中こっそり / ZOZO特集
570,09:30,鈴木 芽依,28,女,販売員,神奈川県,2180000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,0,勤務中こっそり / 花粉対策
750,12:30,鈴木 芽依,28,女,販売員,神奈川県,2180000,MUJI passport,日用品,無印良品 化粧水 敏感肌用 高保湿 200ml,690,0,勤務中こっそり / リピート
1190,19:50,鈴木 芽依,28,女,販売員,神奈川県,2180000,メルカリ,アパレル,【美品】UNIQLO x JW Anderson コラボ ニット L,4133,0,夕食後にカートを処理 / コラボ品再入手
570,09:30,山口 翔,37,男,看護師,神奈川県,4160000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,20306,0,勤務中こっそり / 新品より安い
915,15:15,山口 翔,37,男,看護師,神奈川県,4160000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,勤務中こっそり / 冬支度
1085,18:05,山口 翔,37,男,看護師,神奈川県,4160000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,通勤中ふと思い出して / 通勤新調
1225,20:25,山口 翔,37,男,看護師,神奈川県,4160000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,1,夜のリラックス中に / ストック補充
1400,23:20,山口 翔,37,男,看護師,神奈川県,4160000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,寝る前に思い立って / 冬支度
690,11:30,吉田 芽依,72,女,退職,茨城県,2900000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,2067,1,お昼のひと息に / リピート
1270,21:10,吉田 芽依,72,女,退職,茨城県,2900000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,8459,1,TVショッピング見て / ポイント10倍
390,06:30,松本 正樹,41,男,会社員,千葉県,6300000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1591,0,朝の準備中ふと / 新作
1160,19:20,松本 正樹,41,男,会社員,千葉県,6300000,Apple,サブスク,Apple One 個人プラン 1ヶ月,1200,0,夕食後にカートを処理 / 自動更新
1175,19:35,松本 正樹,41,男,会社員,千葉県,6300000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,4109,0,夕食後にカートを処理 / まとめ買いお得
1180,19:40,松本 正樹,41,男,会社員,千葉県,6300000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,夕食後にカートを処理 / 冬支度
1200,20:00,松本 正樹,41,男,会社員,千葉県,6300000,Amazon,食品,カゴメ 野菜一日これ一本 200ml x 24本,2599,1,夜のリラックス中に / 朝の野菜
1230,20:30,松本 正樹,41,男,会社員,千葉県,6300000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,夜のリラックス中に / リラックス
1255,20:55,松本 正樹,41,男,会社員,千葉県,6300000,Apple,電化製品,MagSafe充電器 (1m),5980,1,夜のリラックス中に / 正規品で揃える
865,14:25,清水 京子,47,女,工場勤務,東京都市部,4910000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,勤務中こっそり / 安心のリピート
1020,17:00,清水 京子,47,女,工場勤務,東京都市部,4910000,MUJI passport,家具,無印良品 ポリエステル 綿フランネル こたつ布団,9990,0,勤務中こっそり / 冬支度
1030,17:10,清水 京子,47,女,工場勤務,東京都市部,4910000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,勤務中こっそり / おやつストック
1245,20:45,清水 京子,47,女,工場勤務,東京都市部,4910000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2794,1,夜のリラックス中に / PayPay祭
1370,22:50,清水 京子,47,女,工場勤務,東京都市部,4910000,Oisix,食品,Oisix おうちレストラン 旬の野菜セット,3980,1,夜のリラックス中に / 週末まとめ
740,12:20,松本 雄太,51,男,公務員,東京都23区,6440000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,0,ランチ食べながら / 週末カジュアル
1115,18:35,松本 雄太,51,男,公務員,東京都23区,6440000,MUJI passport,日用品,無印良品 ポリプロピレン収納ケース 引出式M,1490,1,通勤中ふと思い出して / 安心のリピート
1145,19:05,松本 雄太,51,男,公務員,東京都23区,6440000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3062,0,夕食後にカートを処理 / PayPay祭
1330,22:10,松本 雄太,51,男,公務員,東京都23区,6440000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,1,夜のリラックス中に / 安心のリピート
500,08:20,山田 誠,57,男,会社員,埼玉県,4830000,Amazon,コーヒー,STARBUCKS ハウス ブレンド ホール 250g,1455,0,勤務中こっそり / 切らした
1115,18:35,山田 誠,57,男,会社員,埼玉県,4830000,honto,電子書籍,hontoポイント 1000円分,1000,1,通勤中ふと思い出して / 次回用ポイント購入
1135,18:55,山田 誠,57,男,会社員,埼玉県,4830000,honto,電子書籍,hontoポイント 1000円分,1000,0,夕食後にカートを処理 / 次回用ポイント購入
1260,21:00,山田 誠,57,男,会社員,埼玉県,4830000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,夜のリラックス中に / 通勤新調
